"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000368, 1, 0.000368, alpha='0.9', ns='10000.0', pB='0.1', pI='0.9', pM='0.1', pS='0.5', pT='0.1', tmax='1000.0', tmin='0.01'
-1.000000, 48801578.000000, 5.104022, 1, 6.104022, alpha='0.9', ns='10000.0', pB='0.1', pI='0.9', pM='0.1', pS='0.5', pT='0.1', tmax='1000.0', tmin='0.01'
-82.000000, 150833216.833333, 537.000541, 2, 619.000541, alpha='0.7604074559322838', ns='235920.7090783447', pB='0.1482181776111119', pI='0.6593954021848341', pM='0.43501430871858404', pS='0.8636461502695874', pT='0.677897562531441', tmax='7797.992775479631', tmin='6.466235728611113'
